"PlantID","Dataset","Genotype","Treatment","FW","DW","side.area.norm..mm.2.","side.border.length.norm..mm.","side.compactness.01..relative.","side.compactness.16..relative.","side.fluo.intensity.average..relative.","side.fluo.intensity.classic.sum","side.height.norm..mm.","side.hull.circumcircle.d..px.","side.hull.fillgrade..percent.","side.hull.pc1","side.hull.pc2","side.leaf.count..leafs.","side.leaf.length.average.norm","side.leaf.length.sum.norm..mm.","side.leaf.width.average.norm","side.nir.intensity.average..relative.","side.nir.skeleton.intensity.average..relative.","side.vis.hue.average","side.width.norm..mm.","side.width.norm.relative","side.width.relative","top.area..px.","top.border.length..px.","top.compactness.01..relative.","top.compactness.16..relative.","top.fluo.intensity.average..relative...pix.","top.fluo.intensity.classic.sum","top.hull.circumcircle.d..px.","top.hull.fillgrade..percent.","top.hull.pc2","top.leaf.count","top.leaf.length.average","top.nir.intensity.average..relative...pix.","top.nir.intensity.sum","top.vis.hue.average","volume.fluo.iap"
"1121KN282","KN1121","Wiebke","stress",56.7,8.28,100185.8281,13467.84215,0.007083288,1816.428571,0.454428418,11224988.86,857.2927912,940.3922381,0.298829549,1006.142857,566.5869418,20.71428571,238.4011848,4797.804966,39.09535931,0.465576703,0.189423654,0.217923641,502.374955,0.996648514,1.00000706,196203,16194,0.009405966,1336,0.624317211,31351852,1100.423218,0.303671396,853.4691627,26,255,0.2554041,470485,0.2625585,47597808.36
"1121KN283","KN1121","Wiebke","stress",57,8.46,104734.1595,14235.47439,0.006519695,1935.714286,0.446919905,11463497.86,886.9497421,990.7595651,0.279480048,912.7142857,586.4280219,19.14285714,268.903115,5064.027828,38.81536248,0.466138824,0.204482329,0.219189934,530.7904522,1.019578031,1.023013846,209901,19968,0.006617362,1899,0.618812249,33186332,1377.057983,0.216797211,1140.369802,24,332,0.26030993,477398,0.268156507,51466359.35
"1121KN284","KN1121","Wiebke","stress",55.8,8.1,106831.9141,14025.66871,0.00690685,1843.285714,0.450308699,11899790.71,821.9803287,914.1802543,0.306990208,1001.285714,606.759473,21.85714286,227.9430938,4880.56855,40.17595973,0.466079326,0.196719454,0.218537944,524.3073048,0.9918417,0.995184048,194336,16599,0.008868293,1417,0.618767596,31037158,1179.396606,0.2468925,1013.701952,20,359,0.254230748,440123,0.262490005,50513269.77
"1121KN285","KN1121","Wiebke","stress",57.3,8.58,100751.6224,13273.48567,0.0072281,1755.142857,0.451014878,11608565.71,842.5332854,939.1736101,0.294499365,1074,571.4464892,16.28571429,283.8334229,4507.580665,41.057989,0.467821589,0.213493793,0.215802936,536.4459638,1.023227655,1.026675769,186560,14571,0.011042505,1138,0.610740066,29653139,1405.959229,0.230237562,873.9513996,19,335,0.254737057,437167,0.264857078,46675519.17
"1121KN286","KN1121","Wiebke","stress",61.2,8.72,111847.4788,15270.98477,0.00611785,2090.714286,0.435795015,12655774.57,776.5982967,858.6606097,0.339493603,1069.285714,603.8905241,19.14285714,256.4635227,4794.770301,41.3958784,0.472319028,0.250837483,0.206641472,544.170565,0.999737909,1.003106865,200540,16938,0.008787672,1430,0.561727278,30444388,1268.541748,0.24620968,1086.95162,23,326,0.25388316,452793,0.252718188,53722293.66
"1121KN287","KN1121","Wiebke","stress",54.5,8.47,94833.95669,13370.457,0.006687015,1884.857143,0.444785097,8559274.429,804.7379153,897.8887678,0.274059258,912.4285714,611.3302368,18.85714286,268.3670864,5030.508576,37.05198999,0.457164597,0.135063681,0.221700419,603.6224061,1.041568136,1.045078054,200076,17733,0.007998963,1571,0.583441018,29337238,1260.044556,0.232850256,1058.230031,28,280,0.250996415,485599,0.27179673,45497675.73
"1121KN288","KN1121","Wiebke","stress",55.6,8.15,99967.66158,12849.04642,0.007661975,1653.571429,0.424009766,10018409.29,830.2566871,905.7853306,0.289806056,975.5714286,626.5702042,20.57142857,248.2305723,4920.846827,38.70456702,0.453872297,0.113986882,0.226780066,549.2743193,1.093173881,1.096857702,203533,18019,0.007878602,1595,0.604613926,30834839,1321.053711,0.2319738,1194.694802,23,368,0.253610706,461555,0.269003372,48373197.18
"1121KN289","KN1121","MorexDH","control",100.5,15.87,154984.9046,15821.91436,0.007986955,1620.714286,0.474453042,18433557.29,1196.899364,1273.076782,0.351504811,991.1428571,514.6620447,20.57142857,296.2328502,5945.597937,45.16642986,0.44538542,0.089793427,0.209584224,452.5788653,0.998721385,1.002086916,390997,25269,0.007695267,1633,0.563852488,55127598,1454.184204,0.344097689,1220.395608,30,370,0.264760511,836025,0.239090179,103945084.2
"1121KN290","KN1121","MorexDH","control",102.6,15.78,179445.6552,18676.01655,0.006538393,1947.142857,0.477062288,21633442.14,1180.760465,1265.839617,0.35973108,909.1428571,577.6198653,20.14285714,347.2286894,6903.724361,44.36720248,0.443485142,0.075177879,0.210048118,562.7923714,1.012821947,1.016234995,428566,28025,0.006859373,1832,0.560904779,59147385,1524.5271,0.353699052,1407.531998,30,424,0.267291507,1056606,0.233193944,125999739.3
"1121KN291","KN1121","MorexDH","control",101.4,14.6,171163.4538,17371.93835,0.007163148,1763.571429,0.487620727,21039538.43,1133.723162,1228.837158,0.364908663,993.2857143,573.4440365,18.42857143,367.6186126,6496.11371,44.55855015,0.447484154,0.090794347,0.211400416,540.0323858,1.13161,1.135423345,391747,22287,0.009918209,1267,0.582585029,56685417,1364.197266,0.348009358,1055.146899,35,326,0.255782558,936168,0.235583396,114905739.8
"1121KN292","KN1121","MorexDH","control",116.4,16.39,171271.7379,17364.21375,0.007202732,1763.857143,0.468645966,19923308.57,1199.934029,1290.24442,0.332261139,966.4285714,622.5760174,20.57142857,315.630939,6462.456519,45.06529333,0.445449261,0.083633145,0.208504132,529.2731198,1.013991869,1.017408859,389780,24079,0.008450821,1487,0.571911606,55191634,1459.708618,0.348229127,1181.519899,22,493,0.263503287,990497,0.230101169,114689411
"1121KN293","KN1121","MorexDH","control",108.3,16.88,185898.7479,18725.12295,0.006683708,1886.285714,0.47970812,22460494.14,1235.246492,1303.48924,0.355292666,1107.142857,645.7692681,21.14285714,339.3744375,7123.047859,44.40854825,0.4434229,0.069812333,0.209418608,539.3426892,1.0370384,1.040533053,441345,27532,0.007318795,1717,0.576535621,62899618,1443.817017,0.352102647,1259.76384,33,386,0.264977758,1107664,0.236053641,132462641.8
"1121KN294","KN1121","MorexDH","control",104.4,16.5,169002.7,17705.33765,0.00680523,1856.714286,0.465795015,19705099.86,1239.660549,1388.352452,0.315650735,931.2857143,604.7477876,21.71428571,318.9948051,6861.652873,43.26559037,0.441742668,0.063666436,0.212469333,603.0706489,1.03883672,1.042337434,334260,20157,0.010342692,1215,0.563499518,45993727,1503.040283,0.349227575,1124.687777,28,350,0.248403996,871980,0.240386164,104800580.9
"1121KN295","KN1121","MorexDH","stress",50.3,8.11,101950.6057,12436.19407,0.008368348,1518.571429,0.442279114,11177412,1013.578026,1085.672642,0.282619242,1024.142857,501.7937696,16.85714286,280.927183,4552.548878,41.55808676,0.440458811,0.051514557,0.205108412,461.1311023,0.967564324,0.970824861,187342,13147,0.013629469,922,0.572424596,27363650,1195.289795,0.265962891,987.1572041,22,269,0.206982011,1115039,0.226415505,47329860.97
"1121KN296","KN1121","MorexDH","stress",49.9,8.86,99779.99579,12249.01044,0.008467876,1507.285714,0.440638951,10869806,910.9511815,996.7886353,0.318281839,863.1428571,490.4818926,17.14285714,266.5722037,4417.920115,41.47689983,0.44449141,0.069534217,0.20890222,466.9245532,0.991746926,0.995088955,180166,15032,0.010021029,1254,0.564863907,25846610,1164.443481,0.29145953,825.5979592,21,300,0.237819272,495764,0.234244279,45426339.45
"1121KN297","KN1121","MorexDH","stress",51.9,8.86,102778.5195,12225.56075,0.008688449,1454.857143,0.433176598,10887113.14,951.9191556,1017.301505,0.314883224,1007.714286,514.9121479,14.14285714,318.3800852,4393.366919,42.15612459,0.445217236,0.076228798,0.212045013,464.7175243,1.008582134,1.011980895,187769,16417,0.008757053,1435,0.562504366,26854683,1136.598877,0.287335487,865.0722222,30,208,0.244677031,468132,0.239073953,47768559.67
"1121KN298","KN1121","MorexDH","stress",44.3,7.38,86873.94373,9571.056735,0.011968623,1054.857143,0.447831664,9625759.286,738.940866,828.1934466,0.343518632,1068.857143,539.9815693,13.42857143,269.2208313,3572.214226,42.58787154,0.446284569,0.076608875,0.210572674,480.5805446,1.056895569,1.060457138,161267,11997,0.014087859,892,0.569837501,23791669,992.7542725,0.314075323,779.2897322,19,311,0.226752184,371216,0.242830023,37418823.88
"1121KN299","KN1121","MorexDH","stress",42.8,7.69,88886.98897,10470.42101,0.010252603,1233.714286,0.439491086,9547508.571,800.0479789,887.3167114,0.313461948,1037.571429,541.1770945,13.71428571,316.4266692,4156.525129,39.23797884,0.444762643,0.071278861,0.209822655,453.4065011,1.034742671,1.038229588,156811,11909,0.013900852,904,0.584951186,23508232,1103.56311,0.25381156,922.2966994,20,256,0.216489111,359990,0.23985202,37753246.11
"1121KN300","KN1121","MorexDH","stress",52,8.25,100887.6102,11752.01511,0.009238298,1370,0.448540881,11011416.29,830.2566871,921.860866,0.320290554,1151.285714,571.6888534,15.28571429,302.5642632,4396.263644,41.24409265,0.447183933,0.064892489,0.212408834,475.2009116,1.005677738,1.009066711,199335,17180,0.008490791,1480,0.579337926,29197770,1050.509155,0.287005181,952.2006096,25,277,0.258916259,625442,0.235490072,48312271.5
"1121KN301","KN1121","BarkeDH","control",136,19.12,212412.6342,23017.51829,0.005376325,2514.428571,0.485460091,25469392.57,1045.993763,1195.7771,0.34475444,974.4285714,854.1374614,20.71428571,441.047106,9146.755428,40.96852814,0.454485146,0.138617774,0.229235981,665.4192155,1.016955614,1.020382591,495693,30544,0.006677136,1882,0.610093724,75590118,1664.343262,0.367982884,1216.332317,39,363,0.290719518,1306306,0.25283287,160403773.2
"1121KN302","KN1121","BarkeDH","control",127.3,17.16,215972.2906,23166.21686,0.005114301,2488,0.488286677,25846080.71,1049.718124,1243.325439,0.345205217,1010.714286,839.8059589,23.14285714,390.688554,8877.63584,42.68802132,0.457594694,0.175159707,0.22736787,744.1825597,1.013237421,1.016651869,509690,32407,0.00610018,2060,0.637208399,81593157,1771.757202,0.308331682,1362.608772,30,517,0.283993243,1244146,0.256762239,165378456.1
"1121KN303","KN1121","BarkeDH","control",118.1,16.32,191757.8097,19884.36488,0.006954729,2098,0.478865366,22510809.43,840.8780137,1021.479545,0.400236671,970.5714286,815.3457847,18.71428571,401.5867378,7524.313302,43.37007018,0.461113138,0.178218553,0.226395714,660.3154612,1.019979838,1.023417007,440887,26026,0.008181231,1536,0.623298585,69173315,1626.129395,0.345016829,1065.890664,23,514,0.286277391,1092894,0.252573303,136566616.4
"1121KN304","KN1121","BarkeDH","control",140.4,18.29,224616.5045,22914.75351,0.005402927,2339.428571,0.477183974,25919029.14,985.4384071,1106.640416,0.394105075,1064.142857,832.3508912,21.14285714,421.210831,8755.145736,43.0918784,0.464910946,0.232740178,0.226449116,731.2162648,0.963204156,0.96645,500290,32065,0.006115022,2055,0.607680612,76061931,1756.405884,0.32561032,1376.128131,36,438,0.290864216,1273357,0.251369947,170404248.3
"1121KN305","KN1121","BarkeDH","control",99.5,13.51,173888.8033,18284.26892,0.007292451,1942.857143,0.476549068,20112598,832.8775339,956.5552455,0.412897417,882,745.2519585,18.42857143,402.7422605,7226.3644,40.94487229,0.460852501,0.167680457,0.223753091,649.5561953,1.043818997,1.0473365,351471,22149,0.009008151,1395,0.632131644,56214119,1469.600464,0.318831863,1107.19528,29,376,0.277092799,853486,0.250985357,110571756.7
"1121KN306","KN1121","BarkeDH","control",141.5,20.34,225529.7936,23222.63404,0.005535613,2407,0.486199506,27162730.57,913.434089,1111.425537,0.389365508,968.4285714,909.152526,27.57142857,333.6671776,9013.368118,42.30649751,0.45946532,0.187680636,0.229182611,706.8010076,1.05462138,1.058175285,504770,29674,0.007205488,1744,0.621557254,79032828,1628.17334,0.310641743,1481.31151,37,394,0.284703005,1226855,0.255899427,171861474.1
"1121KN307","KN1121","BarkeDH","stress",74,9.02,130811.9793,15067.11047,0.007434019,1741.714286,0.463183938,14705593.43,925.8486266,1005.392299,0.306781024,859,652.1483831,19.28571429,322.0785532,5890.284275,39.89937056,0.462292927,0.184634637,0.227135157,609.415857,1.141992832,1.145841165,270450,21226,0.00754737,1665,0.61696906,42206570,1604.410889,0.250127052,1171.437246,24,419,0.273012837,663671,0.262964518,72965716.58
"1121KN308","KN1121","BarkeDH","stress",72.9,8.79,122861.0233,14295.34005,0.007622037,1664.142857,0.471324851,14010074.86,904.1921555,983.5499006,0.28954715,870.2857143,654.8444285,18.28571429,316.782326,5690.27228,39.44884614,0.458791789,0.142453253,0.230287841,629.1411779,1.06863112,1.072232236,249342,17144,0.010667547,1178,0.636533411,40029706,1276.661621,0.260942458,1199.149261,24,342,0.267083583,542603,0.26632414,65802090.28
"1121KN309","KN1121","BarkeDH","stress",76.6,9.21,128477.6779,14806.54312,0.007537777,1710.428571,0.462609053,14294245.14,900.0539763,993.1444528,0.294464981,888.1428571,739.7681724,19.14285714,309.2573493,5735.930191,40.5520449,0.460995177,0.17703889,0.230295632,614.79549,1.011290114,1.014698,274115,19196,0.009349978,1344,0.622874427,43027371,1509.846191,0.243602345,1222.512657,20,458,0.272980231,678001,0.265971177,72147605.43
"1121KN310","KN1121","BarkeDH","stress",77.9,9.09,131574.4964,14454.79789,0.007949905,1588.571429,0.459606045,14425437.86,907.0888809,1006.309291,0.322986381,903.2857143,660.436999,18.28571429,320.1948444,5781.174283,39.92191051,0.466109575,0.226042123,0.225895247,612.5884611,1.092430486,1.096111802,270317,20517,0.008070887,1557,0.604482435,41299135,1473.509644,0.254064494,1039.112191,25,372,0.282849808,683689,0.259101923,73372993.53
"1121KN311","KN1121","BarkeDH","stress",78.6,9.58,130766.0284,15480.10076,0.006912178,1833.285714,0.453356492,14173677.71,914.1237855,1007.88419,0.302974331,775.5714286,733.479489,20.14285714,310.1990161,6201.337412,38.96412337,0.463107544,0.20228132,0.225273403,644.5903802,1.046932757,1.050460753,281554,20806,0.008175908,1537,0.620213627,44168701,1333.954468,0.270522238,1133.646411,28,352,0.274334982,621414,0.262552517,74422392.4
"1121KN312","KN1121","BarkeDH","stress",76.2,9.79,128610.2027,15111.52693,0.007097486,1776.285714,0.444976787,13695847.14,910.261485,999.2560267,0.306895662,997.2857143,730.1508536,20.71428571,296.7390526,5964.495622,39.30066871,0.458275389,0.137869283,0.22792616,699.4902243,1.089709256,1.093381402,270404,20564,0.008039904,1563,0.616082182,41943359,1465.493286,0.221371715,1256.036869,27,346,0.274574201,660885,0.263446294,71731484.84
"1137KN001","KN1137","Apex","control",94.64,10.28,112233.1193,15767.5371,0.006026183,2243,0.228325345,2356426.333,668.2077626,818.7988892,0.354898858,890.3333333,647.8912421,23,232.505821,5344.677511,39.59009554,0.512073027,0.564010399,0.228637636,615.3681507,0.965822358,0.993028622,284900,28171,0.004512162,2785,0.507111983,33923547,1351.942017,0.312452876,926.2283712,40,248,0.636539856,1650446,0.260010364,61795558.7
"1137KN002","KN1137","Apex","control",107.16,11.1,123830.5611,18886.38699,0.004454312,2889.333333,0.233587563,2857808.333,622.260274,784.0163981,0.350448648,1279.666667,678.4581184,27,265.4475651,6704.723174,36.53375999,0.504938928,0.538239877,0.226544081,704.6375571,1.011852204,1.040355083,320562,30913,0.004215488,2981,0.525360656,40071697,1486.965942,0.261379105,1193.554697,33,358,0.648453239,1808990,0.256998897,72322572.42
"1137KN003","KN1137","Apex","control",99.31,10.45,116958.374,16614.28368,0.005516674,2376.666667,0.232985383,2669535,605.5222603,794.1118368,0.36330931,1205.333333,646.6580682,22,254.3857422,5603.624429,39.5322798,0.509704961,0.543992823,0.22920183,638.0136986,0.995622638,1.023668346,291096,27551,0.004820242,2607,0.516680583,35613265,1397.314209,0.266243744,1184.578976,39,284,0.646084168,1717534,0.259721288,65093773.1
"1137KN004","KN1137","Apex","control",98.01,10.76,121000.1907,17689.45491,0.005392957,2624.666667,0.232609307,2843003,603.5530822,779.063619,0.393370182,1284.666667,613.4285801,25.33333333,240.5783349,5992.865297,38.55614514,0.509190989,0.546091087,0.220630001,648.5159817,1.04883571,1.078380378,293358,29414,0.004261231,2949,0.523126986,36699733,1382.871338,0.288279099,1112.53922,27,438,0.640766215,1685260,0.251858389,67604410.12
"1137KN005","KN1137","Apex","control",112.08,11.75,124936.018,18030.77911,0.005102864,2621.333333,0.235468095,3015420,791.2813927,852.4687093,0.326468763,1094,693.2345388,24,279.9231839,6218.664384,39.57243802,0.511885538,0.545858203,0.226434537,685.2739726,1.005710402,1.034040272,323163,29823,0.004566268,2752,0.52388712,40145407,1525.774048,0.259450099,1203.590224,35,326,0.64311195,1804421,0.257053719,73263637.97
"1137KN006","KN1137","Apex","control",115.19,11.88,125369.993,18261.82934,0.005122695,2676.666667,0.230215675,2749781.333,670.8333333,803.3633219,0.359284761,1285.333333,697.7055682,27.33333333,227.7430858,6223.259132,38.47466593,0.510582741,0.537780152,0.226649435,660.3310502,0.988225982,1.016063334,334836,31103,0.00434973,2889,0.519588155,41180560,1474.825073,0.301234768,993.512701,38,328,0.644545087,1855120,0.25645693,74834123.97
"1137KN007","KN1137","Apex","control",119.32,12.71,137561.0402,19919.22089,0.0047653,2927.333333,0.230811624,3071858,793.9069635,838.5374349,0.360162554,1259.666667,687.9921829,26.66666667,262.2147447,7058.518836,37.78363638,0.513974262,0.586137981,0.226452155,660.9874429,0.97303627,1.000445742,306069,29273,0.004489593,2799,0.516708631,37554314,1602.471069,0.267518045,1203.581929,24,471,0.635112358,1827485,0.254799738,78504604.19
"1137KN008","KN1137","Apex","control",119.33,12.5,132663.5527,18575.91324,0.004872852,2605.666667,0.231997687,3017163,661.972032,797.4616292,0.37450447,1092.666667,730.0762073,24.33333333,284.9681996,6868.493151,36.22468967,0.515546021,0.556274789,0.231193807,657.7054795,0.959719894,0.986754257,326600,30791,0.004330245,2902,0.535298068,41762086,1392.029297,0.314173194,1148.334365,43,266,0.645295176,1950908,0.256871509,78207736.82
"1137KN009","KN1137","Apex","control",91.22,10.69,99476.25659,14941.1387,0.006045869,2266,0.222539165,1975501,625.5422374,743.8087972,0.352612526,1268.333333,647.2662476,26.33333333,198.7777362,5041.752283,38.34850064,0.516059801,0.589633318,0.217546959,560.2311644,1.01177828,1.040279077,265949,26001,0.004943497,2542,0.484550104,30304261,1350.205322,0.298564985,1012.363054,28,334,0.629625315,1524304,0.254645227,52918633.32
"1137KN010","KN1137","Apex","stress",73.85,8.04,89057.62421,12838.7129,0.00682105,1851.333333,0.24078751,2356533.667,588.7842466,698.1404826,0.32486512,1224,626.265124,18,261.1833415,4452.968037,38.81596032,0.515998068,0.595242567,0.228168207,613.3989726,1.039093826,1.068364074,238293,23388,0.005475543,2295,0.549404436,31382129,1322.115967,0.254362069,1074.266369,36,255,0.620079528,1582784,0.268343211,44845281.3
"1137KN011","KN1137","Apex","stress",73.51,8.03,88905.10283,13667.73687,0.006057178,2115.333333,0.244244633,2474553.667,640.6392694,788.6491903,0.269078849,1107.333333,723.9338693,19.66666667,257.6179859,5029.937215,36.15602331,0.508108063,0.502181936,0.227829335,669.5205479,1.021515347,1.050290428,260384,25451,0.005052823,2487,0.554470908,34720254,1435.38623,0.224156403,1255.50242,29,332,0.630283542,1652386,0.266746661,46797627.97
"1137KN012","KN1137","Apex","stress",67.11,7.51,86098.64472,13863.99829,0.00577462,2235.333333,0.236353809,2127845.667,689.8687215,794.6449585,0.263297594,1037,696.586141,20.33333333,241.5739462,4912.442922,36.8748755,0.498120179,0.450266364,0.223432327,627.8396119,1.020392398,1.049135845,224442,23810,0.00497678,2525,0.518471797,27512672,1381.957642,0.239168438,1066.606276,39,214,0.624037173,1447760,0.271662602,42076381.6
"1137KN013","KN1137","Apex","stress",67.19,7.21,80854.10644,12358.23345,0.006768921,1893.333333,0.242411586,2164607,697.4172374,808.1721598,0.258623029,1001,635.4599269,17.66666667,265.6879666,4508.433219,36.51049822,0.511379341,0.559019157,0.226631713,607.4914384,1.027322017,1.056260666,211534,22374,0.00531123,2366,0.543444423,27610834,1386.607544,0.208558907,1213.792304,35,254,0.60483506,1426192,0.273100511,38360316.13
"1137KN014","KN1137","Apex","stress",73.42,8.03,90203.47343,13316.89498,0.006565622,1980.333333,0.245673831,2551928.667,665.2539954,766.6883138,0.294328607,1164.333333,600.1728952,23.33333333,204.1379188,4726.68379,37.60859129,0.509044474,0.542848246,0.225221977,658.3618721,1.029734773,1.058741387,250423,26007,0.004654211,2700,0.541120377,32449223,1404.964966,0.242747565,1196.907849,32,317,0.636192835,1641597,0.265166112,46564009.9
"1137KN015","KN1137","Apex","stress",72.03,7.83,84773.45363,13625.39954,0.006192255,2210.666667,0.235762742,2045292.667,652.1261416,720.9596965,0.292498216,947.6666667,630.6060947,18.33333333,270.3149528,4954.452055,35.60132773,0.506066081,0.516946792,0.228900483,593.7071918,0.993578061,1.021566176,215109,21320,0.00594717,2113,0.516417823,26132105,1280.0802,0.272061032,1027.418791,32,239,0.624181333,1429472,0.272349941,40558246.65
"1137KN016","KN1137","Apex","stress",64.25,7.28,83338.07229,14044.83447,0.005353982,2371,0.233994268,1979031.667,673.7871005,809.8846232,0.225979502,1230.333333,705.365438,21.33333333,256.5477184,5223.901256,34.95492318,0.501052554,0.476090322,0.224870085,726.9549087,1.017778645,1.046448466,215498,22902,0.005164969,2433,0.52104588,26595170,1520.831787,0.186381404,1322.740529,25,328,0.612494135,1383808,0.274206368,39907551
"1137KN017","KN1137","Apex","stress",73.02,7.85,87989.32824,13718.60731,0.005966815,2142,0.241415218,2344462.333,650.8133562,750.8953654,0.2690812,1266.666667,699.044246,19.33333333,269.8538845,5132.662671,35.77973052,0.507197612,0.530679537,0.22316802,654.423516,1.01789035,1.046563317,235363,23906,0.005175606,2428,0.53960658,30299493,1343.073853,0.226208674,1251.704553,34,257,0.629326284,1549738,0.269497747,44034097.78
"1137KN018","KN1137","Apex","stress",70.84,7.24,89302.24008,13166.25285,0.006660926,1949.666667,0.243501726,2478410.333,605.1940639,739.1430461,0.295296802,1248,618.956383,24,194.4152503,4642.993721,37.5750393,0.517647327,0.575114629,0.222624103,671.1615297,0.992702387,1.020665835,239477,27082,0.004103975,3062,0.547021626,31387566,1371.923462,0.221671564,1212.000155,29,346,0.638979543,1534241,0.263775637,45080036.84
"1137KN019","KN1137","Isaria","control",127.52,13.65,129288.3708,17630.05137,0.005878252,2432.666667,0.241347931,3619598.667,613.7271689,759.0368856,0.417346029,1254.666667,666.7227795,24,222.4276357,5227.511416,44.57060154,0.52104106,0.624043554,0.206308973,611.7579909,1.031054211,1.060097992,247802,26201,0.004536596,2770,0.51173698,30599476,1738.521606,0.227152997,1016.215095,21,457,0.606650213,1327290,0.233918086,66389878.1
"1137KN020","KN1137","Isaria","control",123.83,12.75,122431.0481,15669.40639,0.006968732,2039.666667,0.241081813,3338698.667,685.6021689,795.6891479,0.415384373,1082.666667,643.9065518,20,245.4560285,4789.041096,43.63018437,0.508259543,0.571102769,0.216369463,560.5593607,1.068903646,1.099013608,245454,27099,0.004201394,2991,0.51815699,30497211,1335.07666,0.301643188,1023.11514,30,352,0.60357745,1399678,0.242420212,62570068.32
"1137KN021","KN1137","Isaria","control",123.42,12.7,122376.4377,16325.14269,0.00578127,2179,0.247133501,3808336.333,556.6210046,766.0269572,0.405622081,1075.666667,690.9631785,17.66666667,331.6593655,5286.914954,41.52131388,0.507590094,0.509240821,0.205233624,697.4172374,0.955761009,0.982683855,252459,29196,0.003722266,3376,0.525472923,32185227,1340.512573,0.237472022,1077.908134,27,400,0.603756107,1390239,0.235649355,63428324.68
"1137KN022","KN1137","Isaria","control",119.3,12.12,128419.4513,16804.63756,0.006012153,2201.333333,0.244244178,3889045.333,690.8533105,829.1776937,0.40962342,868,640.0054133,25.66666667,208.0184185,5325.97032,41.92029636,0.513153995,0.573579114,0.20472718,579.9229452,0.994267971,1.02227552,245388,28504,0.003796487,3310,0.515195719,30789303,1291.806641,0.297077925,1029.460817,38,271,0.611781646,1300140,0.231235076,65621699.72
"1137KN023","KN1137","Isaria","control",120.31,11.59,122699.5762,15056.66381,0.007954379,1876.666667,0.247737269,3645286.333,621.9320776,792.7226359,0.439233008,1187.666667,634.3001015,16.33333333,265.8837951,4212.728311,42.14732364,0.51241817,0.565633782,0.214119341,607.4914384,0.958441526,0.985439879,236631,25108,0.004717106,2664,0.524238359,29828251,1239.746338,0.327425185,919.9920518,28,365,0.625849071,1308810,0.238115507,61569962.22
"1137KN024","KN1137","Isaria","control",126.44,13.05,133287.5332,18926.42694,0.005119564,2700,0.245945472,4041692,759.1181507,895.2428792,0.385088566,1288.333333,625.7518731,24,249.5118157,5986.30137,40.86215436,0.502931677,0.479133362,0.2059202,621.9320776,0.991615272,1.019548096,250228,28418,0.003894134,3227,0.524226094,31689855,1436.791016,0.283749451,913.2249516,27,361,0.617063455,1372417,0.234759742,68777674.52
"1137KN025","KN1137","Isaria","control",105.41,9.93,121146.8956,16632.66267,0.005928749,2303.333333,0.254273431,3948813.667,625.8704338,789.386027,0.440532578,1347.666667,626.580098,19.33333333,298.9553148,5586.230023,40.41570795,0.507963578,0.548848248,0.210198193,597.9737443,1.03531768,1.064481558,241061,24945,0.004868799,2581,0.53659117,31407484,1369.289917,0.344613594,794.8820494,38,258,0.607240338,1348866,0.237867566,61357233.75
"1137KN026","KN1137","Isaria","control",121.02,12.46,127044.82,17679.93721,0.005192914,2469.333333,0.250002137,4178960.667,696.1044521,803.8637695,0.423961318,1038.333333,629.484438,18.33333333,322.4996823,5169.420662,43.56267678,0.514130092,0.595653116,0.204171311,601.2557078,1.024837993,1.053706669,238490,29195,0.003517036,3573,0.513846184,29759685,1194.428955,0.291906745,932.5418669,35,294,0.608710552,1371224,0.230821345,64000306.5
"1137KN027","KN1137","Isaria","control",122.94,13.67,126753.6722,17657.29167,0.005562256,2477,0.230076185,3110758,617.6655251,803.9586589,0.404123028,1248,619.4149773,22.33333333,251.9502711,5648.259132,40.69565384,0.503889814,0.510222709,0.206349053,654.7517123,1.008954166,1.01068479,244689.125,35787,0.002709437,4638,0.50414157,33304743,1524.903809,0.269579356,937.6366192,34,368,0.616874534,1381435,0.231848846,68708007.03
"1137KN028","KN1137","Isaria","stress",84.37,8.35,100156.7863,15032.37728,0.006518661,2323,0.24002046,2716667.333,619.9628995,707.6203817,0.358423514,1216.666667,601.367499,16.66666667,341.3965972,5093.27911,38.12977177,0.500989124,0.489159281,0.207045444,598.9583333,0.924641171,0.926227176,207630,23411,0.004761793,2639,0.505539095,25171539,1325.473755,0.245128683,890.4337684,31,273,0.582926921,1310615,0.234329384,47077721.78
"1137KN029","KN1137","Isaria","stress",83.96,8.4,104409.9356,16328.75285,0.005174159,2569,0.23800413,2807246.333,617.9937215,805.4685059,0.315903651,1050,669.129645,25.66666667,227.722019,5745.733447,36.71095052,0.490747035,0.409986916,0.205303118,689.2123288,0.962455454,0.964106321,229258,28019,0.003670085,3424,0.512915768,28009869,1540.941406,0.219037178,1035.420639,31,312,0.617388704,1435012,0.235336201,51569637.96
"1137KN030","KN1137","Isaria","stress",84.13,8.05,103098.9626,14882.39155,0.006302612,2180.333333,0.238176923,2686098,583.533105,701.1847127,0.388214036,1074.333333,604.022649,21.33333333,223.3344901,4808.732877,41.26995649,0.509428791,0.537594852,0.207962771,609.7888128,0.965079645,0.966735013,201189,24380,0.004254018,2954,0.522407951,25075187,1300.029663,0.263173454,890.4658711,34,266,0.59646717,1221356,0.237276313,47703079.52
