"PlantID","Dataset","Genotype","Treatment","FW","DW","side.area.norm..mm.2.","side.border.length.norm..mm.","side.compactness.01..relative.","side.compactness.16..relative.","side.fluo.intensity.average..relative.","side.fluo.intensity.classic.sum","side.height.norm..mm.","side.hull.circumcircle.d..px.","side.hull.fillgrade..percent.","side.hull.pc1","side.hull.pc2","side.leaf.count..leafs.","side.leaf.length.average.norm","side.leaf.length.sum.norm..mm.","side.leaf.width.average.norm","side.nir.intensity.average..relative.","side.nir.skeleton.intensity.average..relative.","side.vis.hue.average","side.width.norm..mm.","side.width.norm.relative","side.width.relative","top.area..px.","top.border.length..px.","top.compactness.01..relative.","top.compactness.16..relative.","top.fluo.intensity.average..relative...pix.","top.fluo.intensity.classic.sum","top.hull.circumcircle.d..px.","top.hull.fillgrade..percent.","top.hull.pc2","top.leaf.count","top.leaf.length.average","top.nir.intensity.average..relative...pix.","top.nir.intensity.sum","top.vis.hue.average","volume.fluo.iap"
"1121KN135","KN1121","Bavaria","control",97.5,11.13,174656.6481,21100.43781,0.005114558,2564.285714,0.503304645,22187313.29,840.3262564,974.3904332,0.341109189,859.8571429,836.4486941,22.71428571,354.5681854,7929.578985,40.08673727,0.455158767,0.137729139,0.203454005,751.9071608,1.056788418,1.060349626,414479,30237,0.005699034,2205,0.634481191,67893430,1663.917603,0.278596114,1297.043178,31,459,0.264723172,1018169,0.232910296,120604699
"1121KN136","KN1121","Bavaria","stress",65.1,7.74,125993.1373,15021.45256,0.007207727,1795.285714,0.473425618,15253380.43,861.9827276,946.7101964,0.34063112,985.8571429,663.5249244,15.28571429,352.7054514,5281.971932,41.92873011,0.466732599,0.22793261,0.190984609,582.7935708,1.013076224,1.016490128,237015,19708,0.007671777,1638,0.600653123,37452478,1358.958334,0.274877125,824.0437635,32,295,0.259053419,539765,0.229704782,65790418.45
"1121KN137","KN1121","Bavaria","stress",55.2,6.39,112642.2281,14861.99472,0.006457653,1963.142857,0.472075576,13171257.14,872.7419935,962.3229,0.332270728,1214.571429,660.9976001,20.28571429,271.7112948,5480.328655,39.73297395,0.462517832,0.217869538,0.192689609,637.0037184,1.211358583,1.215440667,214749,21122,0.006050251,2077,0.598896642,33024224,1380.180588,0.261971824,1175.353703,18,510,0.256774873,553744,0.236502313,55987960.78
"1121KN138","KN1121","Bavaria","stress",62.9,7.85,117655.3954,14372.86194,0.007228183,1757,0.466004203,13753600.43,904.3300948,998.2584403,0.289514565,929.7142857,655.7303471,17.42857143,297.8126202,5079.890848,41.7733094,0.470941877,0.245357774,0.189711351,600.5877414,0.999565685,1.002934062,212716,17427,0.008806146,1427,0.605907075,33653083,1351.249878,0.255717446,1052.439669,23,350,0.254247656,477561,0.235484651,58202249.28
"1121KN139","KN1121","Bavaria","stress",64.1,7.95,126404.9632,15378.57743,0.007010792,1884.142857,0.467400108,15019035,885.984167,980.5030082,0.343666054,876.1428571,623.1713925,20.57142857,273.9817472,5447.361161,41.49307237,0.468860255,0.220394392,0.186450592,568.5858222,1.117401786,1.121167251,241745,19569,0.007933315,1584,0.593652248,37808065,1309.090088,0.280994934,1056.82545,27,341,0.248969052,549100,0.229999147,66660830.32
"1121KN140","KN1121","Bavaria","stress",59.1,7.74,125292.8203,14926.68826,0.007116499,1779.142857,0.467915178,14971685.86,833.843109,907.5819179,0.338670391,972.8571429,681.3223648,21,264.0210088,5411.910759,41.20469913,0.467103013,0.198921116,0.182291725,558.2403742,0.981268829,0.984575548,229186,19802,0.007348755,1710,0.595360135,35909621,1355.556274,0.243469374,1207.053924,20,481,0.250560595,482264,0.230441243,64335113.25
"1121KN141","KN1121","Bavaria","stress",67,8.43,137928.3619,16477.40194,0.00641614,1969.571429,0.473245421,17207971.86,857.7066091,936.3280901,0.365330202,974.8571429,642.0603105,17.14285714,336.740631,5711.790812,41.78708721,0.470479802,0.241946507,0.185277687,602.7947703,1.012356462,1.015767942,266357,22174,0.006811041,1845,0.576189718,41238806,1410.277832,0.259547132,1117.156345,23,448,0.262542649,591355,0.227008474,76350779.97
"1121KN142","KN1121","Bavaria","stress",65.1,8.14,128284.0185,15098.56063,0.007185054,1781.428571,0.478405318,15538234.57,865.293271,931.2066214,0.329877843,966.5714286,659.9112522,15.71428571,356.9099898,5521.710447,41.63624235,0.470391276,0.250167391,0.191729936,568.4478829,1.012472902,1.015884774,242846,20644,0.007164407,1754,0.593809358,37686789,1380.947021,0.243106124,938.0253411,20,464,0.256586139,616869,0.237668399,67805648.7
"1121KN143","KN1121","Bavaria","stress",68,8.27,133732.1868,17038.4011,0.006202802,2192.142857,0.460691067,15796119.14,875.224901,998.0660575,0.317968551,822,695.4689892,20.28571429,318.8384259,6171.680461,39.61558344,0.4645957,0.20677407,0.18579875,636.0381432,1.022417199,1.025862582,266710,22271,0.006759748,1859,0.589845738,41463667,1374.796509,0.276854215,1167.964961,26,383,0.269218172,655133,0.226787239,74077008.95
"1121KN144","KN1121","Bavaria","stress",63,7.96,133032.6689,17491.25585,0.005481937,2302,0.456597367,15957396.14,897.5710687,999.9288679,0.332507096,1042.571429,666.7912202,18.71428571,338.6409033,6107.676622,39.76305341,0.467549233,0.22446459,0.182156451,561.275039,0.981014017,0.984319877,249288,21973,0.006490894,1936,0.58244566,38759631,1309.568481,0.261208238,1044.008481,22,436,0.259497014,561004,0.228529489,71242119.73
"1121KN145","KN1121","BarkeCS","control",143.7,19.97,238748.5776,24825.21291,0.005001035,2588.857143,0.523225213,31891542.14,1047.924913,1163.088518,0.412108573,1061,880.9488458,20,466.7990104,9235.86422,42.69523008,0.469481679,0.260251892,0.223278461,676.4543601,1.027983801,1.031447942,497286,28263,0.007824639,1606,0.630066006,81014845,1745.709839,0.317733417,1436.302704,34,398,0.283597758,1321601,0.2514524,180580874.3
"1121KN146","KN1121","BarkeCS","control",132.2,16.58,224710.6704,24092.75519,0.005089064,2598.714286,0.525614237,29957949.29,988.6110112,1185.011196,0.370667872,1250.714286,880.331418,18.71428571,511.9456858,9113.787933,42.14380714,0.461704977,0.218293119,0.222896737,678.5234497,1.062912967,1.066494813,521424,31689,0.006527985,1925,0.635651066,85715014,1859.71936,0.338826612,1398.075049,31,494,0.287093978,1309928,0.25071769,174039187.1
"1121KN147","KN1121","BarkeCS","control",127.2,14.84,203353.6642,22504.24613,0.005714351,2538.142857,0.521166707,26743115.57,880.7424733,1022.638925,0.402209342,851.8571429,825.017192,19.57142857,437.1151915,8510.717284,41.30274666,0.465097879,0.235873675,0.22521957,684.3169006,1.102513117,1.10622841,470173,27911,0.007588388,1656,0.641967681,77676428,1787.688843,0.297929707,1398.504208,26,500,0.278125435,1260000,0.253426021,149557668.9
"1121KN148","KN1121","BarkeCS","control",137.9,19.01,237300.7939,25438.35312,0.004712916,2737.142857,0.509942544,30589209.57,1077.030107,1185.832118,0.372813571,901.8571429,854.8862632,21.85714286,418.8947617,9103.718364,44.06211162,0.468111869,0.254218765,0.222766678,713.9738515,1.007498022,1.010893129,545259,35559,0.005421213,2318,0.624725814,88224988,1766.622803,0.335442542,1545.624809,33,523,0.292291803,1463185,0.248769642,187943995.3
"1121KN149","KN1121","BarkeCS","control",130.7,15.84,207131.7535,22403.68838,0.005382284,2433.285714,0.521860039,27520867.14,1054.546,1227.367885,0.326765001,1165.571429,942.2894481,19.28571429,434.9109172,8360.225501,41.91637909,0.466472069,0.242710675,0.224763567,676.1784815,1.099146512,1.10285046,469905,27996,0.007538315,1667,0.646263944,77872766,1655.182983,0.332554621,1117.371993,31,440,0.276940191,1247286,0.253362721,152292865
"1121KN150","KN1121","BarkeCS","control",123.8,15.92,237829.5613,24396.3596,0.00532245,2517,0.520553457,31353324.57,1062.54648,1180.0994,0.398872675,923.8571429,838.8239924,21.14285714,429.5897443,9006.333213,43.78274132,0.466075913,0.233654332,0.222796991,698.5246492,1.061211813,1.064787927,579085,35571,0.005753833,2184,0.63324226,94645805,1702.77832,0.375996382,1314.41076,38,458,0.286184207,1403931,0.249027119,194117565
"1121KN151","KN1121","BarkeCS","control",143.9,18.64,207041.0506,22932.54768,0.005309911,2557.714286,0.515323092,26854874.57,1030.268682,1175.956421,0.349558432,1007.142857,835.1915724,19.85714286,442.8438626,8661.347007,41.28660638,0.463122102,0.21604673,0.22222121,653.9702531,1.015694764,1.019117492,482231,28918,0.007247042,1734,0.634959253,79002784,1694.217041,0.351545531,1382.313696,30,481,0.27294865,1256384,0.255657506,154209762.2
"1121KN152","KN1121","BarkeCS","control",93.5,12.61,162494.0668,17485.87621,0.006735759,2548.571429,0.497781896,20017962.14,838.1192275,940.6248605,0.394140103,981,723.9219716,15.42857143,426.2568434,8793.941166,42.03155854,0.469493394,0.245608312,0.223366234,631.4861461,0.976614666,0.979905701,334648,19935,0.010586664,1187,0.632683438,54975978,1740.127731,0.358998125,1048.491426,35,280,0.263553484,1355046.25,0.250940703,100822965.5
"1121KN153","KN1121","BarkeCS","control",122.2,15.48,197782.8272,21815.23929,0.005399223,2417.714286,0.503368761,24872380.71,958.9540602,1179.037231,0.336996721,851.7142857,867.6564172,20.42857143,409.752811,8359.535804,41.36771612,0.468297262,0.25667945,0.222986658,691.3518052,1.039227262,1.042729292,470869,30749,0.006261271,2007,0.638525307,77086252,1709.102661,0.281415213,1597.317874,32,458,0.297321561,1578055,0.257189999,145568186.8
"1121KN154","KN1121","BarkeCS","stress",68.8,8.42,126466.4973,15029.59098,0.007090809,1788.571429,0.489636397,15412961.29,838.8089241,974.4406128,0.296164224,1088.285714,732.6598578,21,270.7834052,5602.267003,40.93797615,0.471112279,0.262544228,0.220310294,623.0718484,1.023262279,1.026710509,257124,21092,0.007263798,1730,0.610709687,40617621,1395.889648,0.239318801,1152.581592,21,453,0.266931404,663454,0.260666183,68781974.74
"1121KN155","KN1121","BarkeCS","stress",71.7,8.7,123915.6278,14558.80413,0.007442109,1715.285714,0.482108839,14597410.43,845.981768,969.5013253,0.287130202,1082.857143,773.7174818,22.28571429,245.3180555,5362.942305,41.1240716,0.476648217,0.317663242,0.221308341,593.9666547,1.013053512,1.016467341,275110,24593,0.005717184,2198,0.615528049,43536995,1483.297729,0.23545512,1187.586045,28,401,0.274491233,694703,0.259591318,69711930.89
"1121KN156","KN1121","BarkeCS","stress",73.1,9.31,124696.7916,15691.83759,0.006393998,1974.714286,0.451605484,13608205,884.190956,973.4203317,0.315860986,857.7142857,655.153434,18.57142857,325.0694869,5950.149934,38.21648233,0.475128986,0.296289657,0.216505514,600.3118628,1.035525798,1.039015354,247596,19905,0.007853982,1600,0.608290783,38869287,1235.035278,0.293285478,1144.68786,30,309,0.265669108,615476,0.260192876,66551053.35
"1121KN157","KN1121","BarkeCS","stress",72.3,9.63,120266.4671,14119.60537,0.007595536,1660.428571,0.454987042,13154877,869.1555715,957.5546352,0.3354862,943.8571429,644.943834,18.14285714,296.9875341,5246.245652,40.54698213,0.46451566,0.190678568,0.219262595,535.8942065,1.020161319,1.023599099,227873,18756,0.008144116,1543,0.606665908,35140116,1165.993042,0.327690229,1033.011544,27,322,0.265014345,491432,0.265363883,61577043.16
"1121KN158","KN1121","BarkeCS","stress",78.9,9.91,123254.2024,13816.41478,0.008158901,1552.285714,0.474812501,14316925.29,834.1189876,937.7314889,0.330018355,926.4285714,654.4079673,17.85714286,312.7521004,5234.244932,40.86734404,0.47265857,0.232305825,0.222560738,540.0323858,1.075090942,1.078713826,248980,18436,0.009206132,1365,0.612484127,38753565,1431.018677,0.247467848,1267.15243,20,422,0.264773145,598337,0.260148969,65964733.05
"1121KN159","KN1121","BarkeCS","stress",76.1,9.88,128355.9415,15664.11179,0.006693165,1915.714286,0.467881372,14536491.14,852.3269761,975.1805158,0.273350115,1033,790.0802785,18.71428571,312.2386206,5823.107833,41.05578644,0.467481285,0.244547339,0.220992241,685.6962936,1.021461528,1.02490369,271686,19040,0.009420068,1334,0.628948831,43605026,1518.332153,0.237873787,1238.823888,21,443,0.265115351,624800,0.26336791,71759176.95
"1121KN160","KN1121","BarkeCS","stress",74.3,9.47,127276.4304,14949.03442,0.007415095,1765.857143,0.469518133,14461545.71,837.5674703,940.2739171,0.323404252,886,643.4368551,20.42857143,280.1740502,5705.583543,40.23262731,0.470550388,0.252999815,0.219760903,601.1394986,0.986374702,0.989698627,252862,20226,0.00777141,1617,0.628508195,40182517,1567.611816,0.236385019,1018.708029,26,356,0.269153757,651270,0.262288281,68646375.72
"1121KN161","KN1121","BarkeCS","stress",70.2,9.11,121511.4012,14483.07545,0.007316415,1728.142857,0.473271567,13990581.71,859.913638,1006.256914,0.296745122,1030.571429,739.3756792,18.85714286,294.0629857,5514.537603,39.90401939,0.468382399,0.244760766,0.221868095,543.6188077,1.019264402,1.02269916,238259,19478,0.007893449,1592,0.621937257,37642219,1323.016113,0.258519005,978.2286561,24,363,0.262050849,474844,0.267440109,63616464.38
"1121KN162","KN1121","BarkeCS","stress",73.9,9.3,126373.7965,14837.02771,0.007301616,1743,0.486840076,15222041.29,846.1197073,947.8106515,0.312470983,972.7142857,714.4357842,16.42857143,356.0913956,5739.930431,39.46690281,0.46426329,0.213814223,0.221773605,578.1036344,1.000772231,1.004144673,277222,21570,0.007488898,1678,0.627206977,44179353,1613.051147,0.245499641,1032.288252,26,394,0.257822777,724968,0.264029859,71367210.38
"1121KN163","KN1121","Beatrix","control",103.6,16.49,182830.1658,20861.52693,0.005325785,2383.571429,0.477035315,21773517.14,968.1959938,1096.672363,0.373857187,912,700.7054178,23.71428571,321.3448244,7526.382392,42.52339361,0.462424116,0.199831803,0.221041276,626.5203311,0.984909631,0.988228619,420894,32225,0.005093786,2467,0.616404018,65912594,1475.148926,0.330713673,1245.488811,34,428,0.277498647,1077000,0.250615389,127221954.3
"1121KN164","KN1121","Beatrix","control",119,18.45,214940.4617,23866.39679,0.004788506,2653.571429,0.490298473,26297322.43,1035.786254,1176.349766,0.362944092,1070.428571,848.4153278,23.85714286,390.0810224,9150.479789,41.11861713,0.457001581,0.169792913,0.226908545,664.4536404,1.055002079,1.058557267,531594,37498,0.004750991,2645,0.619412294,83759824,1709.30249,0.332995281,1392.679822,31,569,0.283507995,1343594,0.251710455,168087746.6
"1121KN165","KN1121","Beatrix","control",123.4,18.64,197084.6412,20671.30862,0.006352948,2193.428571,0.49457056,24523323.71,1039.924433,1138.168527,0.382689041,1000.428571,694.1328792,27,277.2233901,7386.098117,44.29621682,0.467210304,0.204185009,0.225117045,626.6582704,1.019210298,1.022644873,493562,32764,0.005780299,2174,0.609754612,75980418,1645.5,0.383521748,1054.290705,34,453,0.28665182,1191249,0.250196632,148508557.9
"1121KN166","KN1121","Beatrix","control",116.3,17.91,198755.5194,21974.14538,0.005228065,2432.285714,0.483122458,23987407.57,1000.059974,1097.246146,0.361547014,875.4285714,800.9154975,23.57142857,353.6894589,8169.593379,41.66858643,0.466126534,0.230575101,0.223083237,673.1438167,1.053822111,1.057373322,455292,30986,0.005961276,2108,0.618030756,71481587,1918.202515,0.29153484,1292.137377,38,378,0.284984907,1096535,0.251678574,143844098.8
"1121KN167","KN1121","Beatrix","control",120.8,19.08,205965.1355,22700.80964,0.005036733,2502.428571,0.478300926,24594853.71,1088.203191,1183.548846,0.352014552,965.7142857,781.6015998,22.42857143,372.0667109,8169.3175,43.23701462,0.463792866,0.218632707,0.225685813,651.0735276,1.011430079,1.014838437,501464,33113,0.005748568,2186,0.622351895,79222458,1680.809204,0.328718274,1333.539731,37,414,0.279304969,1248820,0.253463724,156437704.5
"1121KN168","KN1121","Beatrix","control",88.5,14.95,164374.1877,18477.79777,0.006232218,2087.142857,0.461055171,19023683.29,927.2280197,1026.115112,0.403636566,845.7142857,606.6081878,22,313.068574,6841.789613,41.31955697,0.469083057,0.22747151,0.203393766,531.2042701,1.010599812,1.014005372,321045,22060,0.005602273,1515,0.619769863,51059875,1247.101196,0.344833883,1038.216897,33,316,0.269213468,734343,0.243745571,99895153.18
"1121KN169","KN1121","Beatrix","control",120.9,20.26,204491.2465,20120.24109,0.006606338,1992.857143,0.488919983,25705018.71,929.2971093,1061.630484,0.4122848,884.4285714,707.9898578,25.14285714,297.454359,7245.400024,45.68290215,0.471470304,0.253416026,0.215836481,656.0393427,1.004826481,1.008212585,480974,32073,0.005877629,2138,0.607997514,74846848,1570.797729,0.337845441,1270.807675,37,415,0.282466529,1166293,0.243190197,152111960.8
"1121KN170","KN1121","Beatrix","control",92.8,15.4,174562.7486,18359.9976,0.006621041,1938.571429,0.476230091,21232435.29,986.2660429,1099.848424,0.426335758,1008.142857,623.2601009,20.14285714,325.098465,6369.485426,44.84408101,0.465281714,0.21559881,0.210815396,514.513614,1.054686129,1.058240252,315427,18742,0.005901424,1113,0.615466815,49947874,1281.897217,0.382144685,959.9354136,28,325,0.262856855,703263,0.245309984,105154738.2
"1121KN171","KN1121","Beatrix","control",124.1,19.45,208177.0346,22441.48375,0.005328693,2429.714286,0.483899692,25185384.29,1047.786974,1145.623169,0.369528451,1063.285714,703.6178675,25.14285714,346.1930139,8402.434929,42.40466464,0.463091984,0.201150417,0.225887301,666.3847907,1.028580227,1.032046377,514353,33666,0.005704208,2203,0.615544936,80007241,1810.94519,0.328586788,1367.687934,37,402,0.285242345,1560568,0.249362029,160136856.4
"1121KN172","KN1121","Beatrix","stress",64.4,9.24,122786.9692,15345.33405,0.006635237,1920.857143,0.457946724,13728141.71,891.9155572,1043.789385,0.290673988,921.1428571,660.3365768,23.85714286,223.3675112,5222.65803,42.44870217,0.46922114,0.220803336,0.217715722,556.0333453,1.025499038,1.028954805,247081,21653,0.006624339,1897,0.608176472,37898751,1559.976685,0.222717187,1248.323571,23,419,0.260474286,573412,0.260366363,65463586.82
